,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
704,31,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2,1,4,59,1,1,4,1,Yes,11,3,1,4,3,1,0,0,0,No,3
705,39,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,15,4,2,77,3,4,1,0,No,12,1,21,3,3,20,8,11,10,No,2
706,42,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,23,2,4,37,2,2,3,1,No,12,4,20,2,3,20,9,3,7,No,3
707,31,Female,Medical,Married,Research & Development,Research Director,Non-Travel,10,3,3,40,3,3,3,4,No,20,3,13,2,4,11,7,4,8,No,4
708,54,Female,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,10,3,3,77,3,2,1,6,Yes,19,4,9,3,3,5,2,1,4,No,3
709,24,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,1,2,2,45,2,2,3,1,No,12,2,4,2,2,4,3,1,2,No,2
710,23,Male,Other,Single,Research & Development,Laboratory Technician,Travel_Rarely,12,2,4,78,3,1,4,1,No,13,3,5,6,4,5,2,1,4,No,3
711,40,Female,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Frequently,11,3,4,73,3,2,3,1,No,11,1,10,2,4,10,9,9,4,No,3
712,40,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2,2,2,92,3,2,2,3,No,14,3,15,4,3,11,8,5,10,No,2
713,25,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,2,3,3,82,3,1,2,4,No,14,3,6,3,3,2,0,1,2,No,3
714,30,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,2,4,76,3,1,2,1,No,13,3,12,6,2,12,8,1,7,No,3
715,25,Male,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,2,1,4,57,3,1,3,6,Yes,19,3,7,2,2,2,2,0,2,No,3
716,47,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,25,3,1,84,3,3,3,2,No,23,2,25,3,3,17,14,12,11,No,2
717,38,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,4,4,86,3,2,2,0,No,15,1,16,3,3,15,13,5,8,No,3
718,31,Male,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,2,2,1,54,3,1,3,0,No,19,3,3,1,3,2,2,1,2,No,2
719,42,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,18,4,4,35,3,2,1,6,Yes,17,3,9,3,2,4,3,1,2,No,3
720,41,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,3,4,76,3,1,4,3,No,22,1,12,3,3,5,3,1,0,No,4
721,47,Female,Medical,Married,Research & Development,Research Scientist,Non-Travel,1,1,3,98,3,3,2,0,No,18,1,14,3,1,13,8,5,12,No,2
722,35,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,11,4,4,43,3,1,3,7,Yes,11,3,5,3,3,2,2,2,2,No,3
723,22,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,1,2,4,63,3,1,3,0,No,12,4,4,2,4,3,2,1,2,No,3
724,35,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,9,4,2,48,3,2,3,1,No,19,2,10,5,3,10,7,0,8,No,3
725,33,Female,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,15,2,2,95,3,2,4,0,Yes,13,1,10,6,3,9,7,8,1,No,2
726,32,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,29,4,3,49,2,1,2,1,No,13,3,6,3,3,6,2,4,1,No,3
727,40,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,1,83,3,1,4,8,No,19,3,8,3,2,1,0,0,0,No,3
728,32,Male,Medical,Married,Sales,Sales Representative,Travel_Rarely,1,4,2,68,2,1,2,0,No,14,2,3,2,3,2,2,2,2,No,2
729,39,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,24,1,1,52,3,2,4,7,No,13,1,18,2,3,7,7,1,7,No,2
730,38,Female,Medical,Married,Research & Development,Research Director,Travel_Rarely,10,3,2,99,1,3,3,3,No,12,1,20,3,3,18,16,1,11,No,2
731,37,Female,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,10,3,3,42,4,3,4,1,Yes,25,1,16,2,3,16,11,6,8,No,4
732,25,Female,Other,Divorced,Sales,Sales Executive,Travel_Rarely,8,2,1,85,3,2,3,0,Yes,22,2,6,3,2,5,3,0,4,No,3
733,52,Male,Life Sciences,Divorced,Sales,Sales Representative,Non-Travel,29,4,1,40,3,1,4,2,No,15,2,16,3,2,9,8,0,0,No,3
734,44,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,1,3,2,42,3,1,4,6,Yes,12,3,6,2,3,4,3,1,2,No,2
735,21,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,5,1,3,58,3,1,1,1,Yes,11,4,2,6,3,2,2,1,2,No,3
736,23,Male,Marketing,Married,Sales,Sales Representative,Travel_Frequently,9,3,4,33,3,1,1,1,No,19,1,1,3,2,1,0,1,0,Yes,3
737,36,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3,3,1,94,2,3,4,0,No,19,3,10,2,3,9,7,3,4,No,2
738,36,Female,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,4,2,4,97,3,2,2,7,No,13,2,18,3,3,4,2,0,2,No,3
739,56,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Non-Travel,1,4,3,57,3,2,3,1,No,21,1,13,2,2,13,12,1,9,No,4
740,29,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,1,4,1,36,3,1,4,9,Yes,14,2,4,3,4,2,2,2,2,Yes,2
741,56,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,7,2,4,72,3,1,3,8,No,11,4,14,4,1,10,9,9,8,Yes,2
742,41,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,28,4,1,60,2,4,2,0,No,23,3,21,3,3,20,7,0,10,No,3
743,34,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,28,3,4,95,2,2,3,1,No,21,4,8,2,3,8,7,1,7,No,4
744,36,Male,Marketing,Divorced,Sales,Sales Executive,Non-Travel,15,4,4,88,1,2,4,1,No,24,1,15,4,2,15,12,11,11,No,4
745,41,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,3,3,3,57,2,2,2,2,No,11,3,14,5,3,5,4,0,4,No,3
746,32,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,2,3,4,78,3,1,1,1,No,14,4,4,4,3,4,2,1,2,No,3
747,35,Female,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,26,4,3,31,3,3,4,1,Yes,16,3,9,2,3,9,0,1,7,No,3
748,38,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,10,2,1,100,3,2,4,1,No,11,3,10,1,3,10,7,1,9,No,2
749,50,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,2,94,3,2,3,7,No,12,4,12,3,3,6,3,0,1,Yes,4
750,36,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11,4,2,100,2,2,4,4,No,13,1,8,2,2,6,3,0,0,No,3
751,40,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,2,4,3,52,2,1,3,2,No,14,4,8,2,3,2,2,2,2,No,3
752,35,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Frequently,18,4,3,80,3,2,3,1,Yes,14,4,10,2,4,10,2,0,2,No,3
753,40,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,3,98,3,1,3,2,No,14,2,20,2,3,5,3,0,2,No,3
754,35,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,4,3,62,1,1,4,1,No,12,4,4,5,3,4,3,1,1,No,3
755,29,Male,Other,Married,Research & Development,Research Scientist,Travel_Rarely,13,2,4,46,2,2,2,4,Yes,13,1,10,2,3,4,3,0,3,No,3
756,29,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,28,4,4,73,2,1,1,1,No,14,2,5,3,1,5,4,0,4,No,2
757,50,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,28,3,4,39,2,3,1,4,Yes,13,2,20,3,3,3,2,2,0,Yes,3
758,39,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,24,1,2,60,2,4,4,0,No,11,1,21,2,2,20,9,9,6,No,2
759,31,Male,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,5,3,2,74,3,2,1,0,No,19,2,10,2,3,9,4,1,7,No,2
760,26,Female,Other,Single,Sales,Sales Representative,Travel_Rarely,5,3,4,30,2,1,3,0,No,18,4,5,2,3,4,2,0,0,No,3
761,39,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,6,1,4,42,2,3,1,4,No,15,1,9,5,3,7,7,1,7,No,3
762,27,Male,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,4,3,2,87,4,2,2,1,Yes,20,2,6,0,3,6,2,0,3,No,3
763,49,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,2,3,4,63,2,2,2,2,No,14,4,17,3,2,9,6,0,8,No,3
764,34,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,8,3,2,82,4,2,3,2,No,12,1,6,3,4,4,3,1,2,No,3
765,41,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,2,2,94,3,2,4,8,Yes,11,1,8,0,1,6,4,0,5,Yes,2
766,27,Male,Medical,Married,Development,Developer,Travel_Rarely,2,1,1,40,3,1,2,9,No,12,4,6,3,3,2,2,2,2,No,2
767,32,Male,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,2,2,4,79,3,1,4,0,No,13,3,8,2,2,7,7,3,6,No,3
768,59,Female,Medical,Married,Development,Senior Developer,Travel_Rarely,3,3,3,81,4,1,1,4,Yes,20,1,12,3,2,1,0,0,0,No,4
769,30,Male,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,24,1,4,67,3,1,3,1,No,22,2,1,2,3,1,0,0,0,No,4
770,36,Male,Medical,Married,Development,Senior Developer,Travel_Rarely,27,3,3,94,3,2,3,6,No,13,2,17,3,2,7,7,7,7,No,3
771,35,Male,Medical,Married,Development,Developer,Travel_Rarely,16,3,1,84,4,1,2,0,No,13,3,6,5,3,5,4,0,3,No,3
772,31,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,26,1,1,31,3,1,3,1,No,17,4,5,1,2,5,2,4,3,No,2
773,34,Male,Medical,Divorced,Development,Senior Developer,Travel_Rarely,19,2,2,93,3,1,4,0,No,11,3,3,2,3,2,2,1,2,No,2
774,28,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,24,3,3,50,2,1,3,5,Yes,14,2,6,4,3,4,2,0,3,Yes,3
775,29,Female,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,21,4,2,51,4,3,1,1,No,11,3,10,1,3,10,9,8,8,No,2
776,22,Male,Medical,Divorced,Development,Senior Developer,Non-Travel,16,2,4,96,4,1,4,1,Yes,13,2,1,2,2,1,0,0,0,No,3
777,53,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,2,4,1,78,2,4,4,2,No,16,3,31,3,3,25,8,3,7,No,2
778,38,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2,3,4,45,3,1,4,5,Yes,11,3,6,3,3,3,2,1,2,No,3
779,24,Female,Other,Divorced,Development,Developer,Non-Travel,11,2,1,96,4,2,3,0,No,18,4,5,5,2,4,2,1,3,No,3
780,34,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,7,4,1,53,3,3,2,0,No,11,3,13,4,3,12,6,2,11,No,3
781,34,Male,Medical,Single,Development,Developer,Travel_Rarely,6,1,2,83,3,1,1,2,No,11,3,8,2,3,4,2,1,3,Yes,3
782,53,Female,Other,Divorced,Development,Senior Developer,Travel_Rarely,5,3,3,58,3,5,3,4,No,11,4,26,3,2,14,13,4,8,No,3
783,32,Female,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,16,1,2,72,1,1,1,1,Yes,22,2,10,5,3,10,2,6,7,Yes,3
784,42,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8,4,3,48,3,2,2,0,No,11,4,10,2,3,9,7,4,2,No,3
785,44,Female,Medical,Married,Development,Developer,Travel_Rarely,7,4,1,42,2,3,4,3,No,14,4,24,4,3,22,6,5,17,No,3
786,46,Female,Marketing,Single,Sales,Manager,Travel_Rarely,2,4,2,83,3,5,1,3,No,12,4,22,2,2,2,2,2,1,No,2
787,33,Male,Medical,Single,Development,Developer,Travel_Rarely,2,3,3,78,3,1,4,4,No,11,4,7,3,3,1,1,0,0,No,3
788,44,Male,Other,Married,Development,Technical Architect,Travel_Rarely,10,4,4,41,3,2,4,2,Yes,13,4,9,5,4,4,2,1,3,No,3
789,24,Male,Medical,Married,Development,Developer,Travel_Rarely,1,3,2,61,3,1,4,2,Yes,16,1,6,2,2,2,0,2,0,Yes,3
790,43,Female,Medical,Divorced,Development,Technical Architect,Travel_Rarely,2,2,4,72,4,1,3,1,No,12,4,6,3,2,5,3,1,4,No,3
791,50,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,3,2,1,86,2,1,3,1,Yes,14,3,3,2,3,3,2,0,2,Yes,3
792,35,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2,3,4,97,3,1,4,1,No,13,1,2,3,3,2,2,2,2,No,3
793,36,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,5,4,2,82,2,1,1,9,Yes,14,4,6,3,4,1,1,0,0,No,3
794,33,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1,3,3,42,4,2,1,2,No,19,1,10,3,3,5,3,1,3,No,3
795,35,Male,Other,Divorced,Development,Developer,Travel_Rarely,4,2,3,75,3,1,4,1,No,12,3,1,3,3,1,0,0,0,No,3
796,27,Female,Life Sciences,Divorced,Development,Technical Architect,Travel_Rarely,2,4,4,33,3,1,1,1,No,13,4,1,6,3,1,0,0,0,No,3
797,26,Male,Life Sciences,Single,Development,Technical Architect,Travel_Rarely,25,3,1,48,1,1,3,1,No,12,3,1,2,2,1,0,0,1,Yes,3
798,27,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,8,3,4,37,3,3,3,1,No,15,4,9,0,3,9,8,1,7,No,3
799,30,Female,Medical,Single,Development,Developer,Travel_Frequently,1,2,3,58,3,2,4,1,No,23,4,12,2,3,12,8,3,7,No,4
800,34,Male,Marketing,Single,Sales,Sales Executive,Non-Travel,23,4,2,72,3,2,3,0,No,20,3,10,2,3,9,5,8,7,No,2
801,37,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,19,2,2,73,3,1,2,4,No,21,1,8,1,3,1,0,0,0,No,4
802,46,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,5,4,1,98,3,2,4,4,Yes,21,3,14,4,3,9,6,0,8,No,3
803,35,Male,Life Sciences,Married,Development,Technical Architect,Travel_Rarely,8,1,4,36,4,1,4,1,No,19,4,1,2,3,1,0,0,1,No,3
804,48,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1,2,1,98,2,3,3,9,Yes,13,4,23,2,3,1,0,0,0,Yes,3
805,28,Male,Technical Degree,Single,Development,Technical Architect,Travel_Rarely,5,4,3,50,3,1,3,1,Yes,13,3,2,3,2,2,2,2,2,Yes,3
806,44,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1,5,2,75,3,2,1,5,Yes,21,3,9,2,2,4,3,1,3,No,2
807,35,Male,Medical,Married,Development,Technical Architect,Non-Travel,11,2,3,79,2,3,1,2,Yes,13,3,10,3,3,4,0,2,3,No,3
808,26,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,23,3,3,47,2,2,4,7,Yes,19,3,5,2,2,2,2,0,0,No,3
809,33,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,1,2,1,98,3,3,4,1,Yes,12,3,15,1,3,15,14,8,12,No,2
810,35,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,18,5,2,71,3,3,1,1,No,22,4,9,3,2,9,8,1,8,No,2
811,35,Female,Medical,Married,Development,Business Analyst,Travel_Rarely,23,4,3,30,3,1,1,3,Yes,15,3,4,3,3,2,2,2,2,No,3
812,31,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,7,4,4,48,3,2,4,3,No,22,4,10,3,2,7,7,1,7,No,4
813,37,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,1,4,1,51,2,2,3,1,No,18,3,7,2,4,7,5,0,7,No,3
814,32,Male,Medical,Married,Development,Developer,Travel_Rarely,1,3,1,33,3,2,4,1,Yes,22,2,9,3,3,9,8,7,8,No,3
815,38,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,29,5,4,50,3,2,4,1,No,11,4,10,2,3,10,3,9,9,No,3
816,50,Female,Medical,Divorced,Development,Developer,Travel_Rarely,7,2,2,43,2,5,3,5,Yes,12,4,29,2,2,27,3,13,8,No,3
817,59,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,25,3,1,99,3,3,1,7,No,11,4,28,3,2,21,16,7,9,No,2
818,36,Female,Technical Degree,Divorced,Development,Business Analyst,Travel_Rarely,8,3,3,59,3,3,3,1,No,13,2,17,2,3,17,14,12,8,No,3
819,36,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,11,3,2,95,2,2,2,1,No,13,3,6,3,3,6,5,0,3,No,4
820,45,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,7,3,2,59,3,3,1,2,No,17,3,25,2,3,1,0,0,0,No,3
821,35,Male,Medical,Married,Development,Developer,Travel_Frequently,1,3,2,79,3,1,1,4,No,13,4,5,2,2,3,2,1,2,No,3
822,36,Male,Medical,Married,Development,Developer,Travel_Rarely,9,3,4,79,2,1,3,0,Yes,17,1,2,0,2,1,0,0,0,Yes,3
823,29,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,2,3,3,76,3,1,2,0,No,23,4,6,3,3,5,4,0,4,No,4
824,31,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1,4,3,87,3,1,2,1,No,17,2,1,4,3,1,1,1,0,No,3
825,32,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,3,2,66,3,2,2,1,No,17,2,10,3,3,10,4,0,9,No,3
826,36,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,6,3,2,55,4,1,4,3,No,12,2,5,3,3,1,0,0,0,No,3
827,31,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,8,4,3,61,3,2,4,1,No,23,4,11,2,3,11,7,1,8,No,4
828,35,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1,4,3,32,2,2,1,0,No,14,2,16,2,3,15,13,2,8,No,3
829,46,Male,Medical,Divorced,Human Resources,Human Resources,Travel_Rarely,5,2,2,80,3,2,2,8,Yes,22,4,16,2,3,4,2,0,2,No,3
830,30,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,1,4,55,2,2,4,1,Yes,12,3,10,1,2,10,8,3,0,No,3
831,35,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1,3,2,30,2,1,3,1,No,18,1,6,3,3,6,4,0,4,No,3
832,55,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,2,1,70,3,3,4,3,No,14,4,24,4,3,1,0,1,0,No,3
833,38,Female,Medical,Divorced,Development,Developer,Non-Travel,6,3,2,79,1,2,4,7,Yes,12,4,17,3,3,13,11,1,9,No,3
834,34,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,1,2,1,94,3,2,2,1,No,15,3,5,2,3,5,2,1,3,No,3
835,23,Male,Technical Degree,Divorced,Sales,Sales Representative,Travel_Rarely,2,1,3,62,3,1,1,3,No,13,3,3,3,3,0,0,0,0,No,3
836,30,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,2,3,3,99,2,2,4,1,No,19,1,11,3,3,11,10,10,8,No,3
837,46,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,9,2,3,64,2,3,4,1,No,16,4,9,3,3,9,8,4,7,Yes,3
838,40,Male,Life Sciences,Married,Development,Developer,Travel_Frequently,1,4,3,78,2,4,2,1,No,22,4,22,3,2,22,3,11,11,No,4
839,51,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,21,4,3,71,3,2,4,0,Yes,22,4,11,2,1,10,7,1,0,No,3
840,30,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,4,2,3,63,2,2,2,1,Yes,12,2,11,4,2,11,8,2,7,No,3
841,46,Male,Medical,Married,Development,Developer,Travel_Frequently,1,3,3,40,2,3,1,2,Yes,13,3,21,5,2,10,9,9,5,No,3
842,32,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,6,4,2,87,3,2,3,1,No,16,1,12,0,3,11,8,5,7,No,2
843,24,Female,Other,Married,Sales,Sales Executive,Travel_Rarely,3,2,1,33,3,2,3,0,No,21,1,4,2,2,3,2,0,2,No,3
844,28,Male,Medical,Married,Sales,Sales Executive,Non-Travel,4,3,2,43,3,2,3,1,No,15,2,5,3,4,5,4,0,4,No,4
845,58,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10,4,4,37,3,4,3,0,No,13,3,38,1,2,37,10,1,8,No,3
846,44,Male,Medical,Married,Development,Developer,Non-Travel,23,3,2,67,3,2,2,4,No,12,3,17,3,4,3,2,1,2,No,3
847,37,Male,Human Resources,Divorced,Human Resources,Human Resources,Travel_Rarely,6,4,3,63,3,1,1,4,Yes,22,4,7,3,3,3,2,0,2,Yes,4
848,32,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1,1,4,71,3,1,1,1,No,13,4,1,2,3,1,0,0,0,No,3
849,34,Female,Other,Single,Development,Developer,Travel_Rarely,6,4,1,41,3,2,3,1,No,14,3,16,3,3,16,13,2,10,No,3
850,37,Male,Life Sciences,Divorced,Development,Business Analyst,Non-Travel,2,2,3,100,2,2,4,5,No,14,4,17,2,4,1,0,0,0,No,3
851,50,Female,Life Sciences,Married,Development,Business Analyst,Travel_Frequently,1,3,1,73,3,5,2,3,Yes,19,1,28,1,2,8,3,0,7,No,3
852,25,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,5,3,3,46,2,2,3,1,Yes,11,4,6,1,3,6,4,0,3,Yes,3
853,25,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,7,1,4,64,2,1,4,1,No,11,3,2,2,3,2,2,2,1,No,3
854,22,Female,Medical,Single,Development,Developer,Travel_Rarely,15,3,2,59,3,1,4,1,No,15,3,1,5,3,0,0,0,0,No,3
855,34,Male,Life Sciences,Single,Development,Developer,Travel_Frequently,7,3,1,66,1,2,3,1,Yes,24,4,9,3,3,9,7,0,6,Yes,4
856,54,Female,Human Resources,Single,Human Resources,Manager,Non-Travel,26,3,4,30,4,4,4,2,Yes,12,3,23,3,3,5,3,4,4,No,3
857,24,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,18,1,2,52,3,1,3,0,No,12,3,6,2,3,5,3,1,2,No,3
858,34,Female,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,6,4,3,45,2,2,2,6,No,15,3,12,3,3,1,0,0,0,No,3
859,37,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,3,3,87,3,3,4,2,No,12,1,12,3,3,5,3,1,3,No,3
860,34,Female,Medical,Single,Development,Business Analyst,Travel_Rarely,5,3,3,45,2,3,1,2,No,12,4,14,6,3,11,10,5,8,No,3
861,36,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,3,2,1,39,3,1,4,5,No,22,1,7,2,3,1,0,0,0,No,4
862,43,Male,Life Sciences,Married,Sales,Manager,Travel_Frequently,26,2,3,92,3,4,4,1,Yes,12,4,25,3,4,25,12,4,12,No,3
863,33,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,22,2,3,95,3,2,2,0,No,13,1,8,2,4,7,7,0,7,No,3
864,51,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6,3,1,51,3,5,3,7,No,13,3,23,5,3,20,18,15,15,No,3
865,31,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,6,4,2,76,1,2,3,4,Yes,18,2,12,3,2,7,7,7,7,Yes,2
866,26,Female,Other,Married,Development,Developer,Travel_Rarely,6,3,3,46,2,1,2,1,No,19,3,5,3,2,5,4,4,3,No,3
867,58,Female,Medical,Married,Development,Developer,Travel_Rarely,23,4,4,94,3,3,4,1,No,12,4,40,3,2,40,10,15,6,Yes,3
868,19,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,22,1,4,50,3,1,3,1,Yes,19,4,0,2,2,0,0,0,0,Yes,3
869,22,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,2,1,3,100,3,1,4,0,No,14,3,3,2,3,2,1,2,1,No,3
870,49,Female,Medical,Married,Development,Developer,Travel_Rarely,20,4,3,96,3,2,1,1,No,14,3,16,2,2,15,11,5,11,No,3
871,43,Female,Medical,Single,Development,Developer,Travel_Frequently,28,3,2,72,4,1,3,4,No,12,4,18,2,3,3,2,1,2,No,3
872,50,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,12,3,3,77,3,3,4,4,No,11,4,16,3,3,2,2,2,1,No,3
873,31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,20,3,2,71,1,2,3,3,Yes,11,3,4,2,3,2,2,2,2,Yes,2
874,41,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,9,1,3,96,3,3,3,3,Yes,13,3,12,2,3,9,7,0,7,No,3
875,26,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,25,1,3,61,3,1,3,1,No,23,4,8,3,3,8,7,5,7,No,4
876,36,Male,Medical,Divorced,Development,Developer,Travel_Rarely,6,2,2,84,3,2,2,6,No,20,4,7,0,3,3,2,0,1,No,3
877,51,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,8,4,1,53,1,3,4,2,No,15,4,18,2,3,4,2,0,3,Yes,4
878,25,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,28,3,1,41,2,2,3,2,No,18,4,6,3,3,2,2,2,2,No,2
879,30,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,9,3,3,48,3,2,4,0,Yes,19,4,12,2,1,11,9,4,7,No,3
880,45,Male,Medical,Single,Development,Technical Lead,Travel_Rarely,29,3,3,83,3,1,4,5,No,13,2,9,2,2,6,5,0,3,No,3
881,38,Female,Technical Degree,Single,Development,Developer,Travel_Rarely,3,5,4,32,3,2,3,3,Yes,20,2,19,2,3,3,2,2,2,No,4
882,30,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,18,3,1,75,3,1,3,1,No,14,3,5,4,2,5,4,0,4,No,3
883,30,Female,Technical Degree,Divorced,Development,Developer,Travel_Rarely,5,3,4,84,3,1,1,5,No,14,4,8,3,3,3,2,2,2,No,3
